venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
eScience Center,"Science Park 402 (Matrix THREE), 1098 XG Amsterdam",Netherlands,52.35686312824825,4.956846110249341,"November 5 - 19, 2025, CET",9:30 - 17:00,2025-11-04T23:00:00Z,2025-11-18T23:00:00Z,"Fenne Riemslagh, Jaro Camphuijsen, Ole Mussmann","Ewan Cahen",ds,ds-rss-masterclass,Research Software Support Training,2025-11-05-ds-rss-masterclass,NA
